model,technique,video,crime_type,judge,H1,H2,H3,H4,H5,H6,judge_confidence,judge_reasoning,confidence,reasoning,rerun
GPT,ZERO,Assault001_x264,Assault,Gemini,1,0,0,0,0,0,high,"The ground truth describes the event occurring 'over the flower bed', implying an outdoor setting. The model output in one chunk explicitly states, 'The setting appears to be an indoor area with a decorative flower arrangement,' which directly contradicts the implied outdoor scene.",,,
GPT,ZERO,Assault002_x264,Assault,Claude,0,0,0,1,0,0,medium,"The model consistently downplays the severity of the assault, describing it as a 'discussion,' 'meeting,' 'transaction,' or 'disagreement' when the ground truth clearly describes a violent assault with chairs being used as weapons and a man being dragged from behind his desk and surrounded. This constitutes severity minimization (H4). No other clear hallucinations are present - the office setting matches, and the general crowd/confrontation elements are acknowledged.",,,
GPT,ZERO,Burglary008_x264,Burglary,Claude,0,1,0,0,1,0,medium,"H2: The model explicitly labels the crime as 'robbery' in one chunk, while the ground truth crime type is 'Burglary'. H5: The model fabricates a 'rat running across the floor' which is clearly not in the ground truth, and also mentions 'drink dispensers' and a 'counter' as specific objects not described in the ground truth scene.",,,
GPT,ZERO,Explosion002_x264,Explosion,Claude,0,0,1,0,0,0,medium,"The model describes a 'routine but potentially risky situation' and a 'near-miss' without explicitly identifying the explosion/fire that actually occurred. The model's final chunk cuts off mid-sentence and never describes the fire, the car catching fire, or anyone using a fire extinguisher, effectively treating the scene as normal/non-criminal activity at a gas station. However, the text overlay 'THIS COULD HAVE BEEN MUCH WORSE' is noted, which partially acknowledges danger without describing th",,,
GPT,ZERO,Explosion026_x264,Explosion,Claude,0,0,1,0,1,0,medium,"H3: The first chunk explicitly states 'There are no notable actions or events occurring in these frames beyond the movement of the individuals,' denying the explosion/crime that is occurring. H5: The model fabricates specific objects not in the ground truth, including 'a large object, possibly a tree or a large branch,' 'a large burst of water or steam,' 'a yellow bag,' and 'a blue car' - the ground truth mentions no tree, water/steam eruption, yellow bag, or blue car.",,,
GPT,ZERO,Fighting003_x264,Fighting,Claude,0,0,1,0,0,0,high,"The model repeatedly states 'There doesn't appear to be any notable actions or events occurring' and describes only routine commuter activities, explicitly treating the scene as normal/non-criminal. The ground truth clearly documents a group fighting/beating incident on the platform, making this a clear H3 crime omission.",,,
GPT,ZERO,Fighting003_x264,Fighting,Gemini,0,0,1,0,0,0,high,"The model repeatedly states 'no notable actions or events occurring' and describes 'routine activities' or a 'calm atmosphere,' explicitly contradicting the ground truth which details a violent fight involving multiple individuals.",,,
GPT,ZERO,Fighting016_x264,Fighting,Claude,0,1,0,0,0,0,high,"The model explicitly identifies the crime as a 'robbery' and mentions 'a gun pointed towards the cashier' in the final chunk, while the ground truth classifies this as 'Fighting' involving a hammer/ax confrontation that includes police intervention. This is a clear crime misclassification (H2), as the model repeatedly frames the event as a robbery rather than a fight/assault.",,,
GPT,ZERO,Robbery005_x264,Robbery,Claude,0,0,0,1,0,0,medium,"The model repeatedly characterizes the robbery as a 'typical store interaction,' 'calm and routine,' or merely a 'tense interaction, possibly a robbery,' explicitly downplaying the severity of what is clearly a robbery with a gun being pointed at the victim. The model fails to mention the gun entirely and frames the criminal activity as potentially normal commerce.",,,
GPT,ZERO,Robbery005_x264,Robbery,Gemini,0,1,1,1,1,0,high,"The model repeatedly describes the robbery as a 'typical store interaction,' 'transaction,' or 'calm and rout' (H2, H3, H4) despite the ground truth detailing a gunpoint robbery. It also fabricates the presence of a 'mask' on the person in the blue hoodie (H5).",,,
GPT,ZERO,Robbery010_x264,Robbery,Claude,0,0,1,1,0,0,high,"The model repeatedly describes the scene as 'calm' with 'routine' interactions and 'no visible signs of distress or unusual activity,' explicitly stating the scene is normal when the ground truth clearly describes an armed robbery with guns, raised hands, and money being stolen. This constitutes both H3 (explicitly stating scene is normal/non-criminal) and H4 (characterizing an armed robbery as a routine transaction/customer service interaction).",,,
GPT,ZERO,Robbery010_x264,Robbery,Gemini,0,1,1,1,1,1,high,"The model explicitly describes a 'routine' and 'calm' customer service interaction with 'no visible signs of distress or unusual activity,' directly contradicting the ground truth of an armed robbery (H2, H3, H4). It also fabricates specific details like a person wearing a 'jersey with the number 20' and the presence of a 'small child' (H5, H6).",,,
GPT,ZERO,Shooting005_x264,Shooting,Claude,0,1,0,0,0,0,medium,"The model never identifies this as a shooting and instead describes mundane activities like sitting, using a phone, and attempting to open a window, which constitutes a misclassification of the crime type. The model's description of events (person sitting, car passing, someone approaching) significantly diverges from the ground truth which describes men entering/exiting a house, running with a gun, and using a flashlight to shine into the house.",,,
GPT,ZERO,Shooting005_x264,Shooting,Gemini,1,0,0,0,1,0,high,"The model describes the scene as a 'narrow alleyway' or 'alley between buildings', which contradicts the ground truth's implied 'house' setting where men enter/exit and a flashlight shines into the house (H1). The model also mentions 'a car approaches' and 'its headlights', which are specific entities not present in the ground truth (H5).",,,
GPT,ZERO,Shooting011_x264,Shooting,Claude,0,0,1,1,0,0,medium,"H3: The first chunk explicitly states 'The scene appears to be calm, with no visible signs of distress or urgency' and calls it 'a routine interaction, possibly related to a delivery or service,' failing to recognize the shooting crime occurring. H4: Even in later chunks where the model acknowledges a 'robbery or threatening situation,' it consistently downplays the severity by using terms like 'tense situation' and 'confrontational manner' while never acknowledging the shooting, gun use, or tha",,,
GPT,ZERO,Shoplifting004_x264,Shoplifting,Claude,0,0,1,0,0,0,medium,"The model repeatedly describes the scene as 'routine interaction' and 'typical business or customer service exchange' with 'no significant actions or events occurring,' effectively characterizing a shoplifting scene as normal/non-criminal. The ground truth clearly describes shoplifting behavior (hunchbacked old man taking items and putting them in his own plastic bag). This qualifies as H3 - explicitly stating the scene is normal when a crime is occurring.",,,
GPT,ZERO,Shoplifting004_x264,Shoplifting,Gemini,0,0,1,0,0,0,high,"The model repeatedly describes the scene as a 'typical business or customer service exchange' and 'routine interaction' with 'no significant actions or events occurring,' which explicitly states the scene is non-criminal, directly contradicting the ground truth of a shoplifting incident.",,,
GPT,ZERO,Stealing003_x264,Stealing,Claude,0,0,0,0,1,0,medium,"In the second chunk, the model mentions 'a blue van enters the scene from the left and maneuvers into a parking space,' which is not described in the ground truth and appears to be a fabricated specific vehicle action. The ground truth mentions a man in blue near the silver car but no blue van performing parking maneuvers.",,,
GPT,ZERO,Stealing003_x264,Stealing,Gemini,0,0,0,0,1,0,high,"The model hallucinates a 'blue van' entering and maneuvering into a parking space in the second chunk of its output, which is not mentioned in the ground truth description of the scene or events.",,,
GPT,ZERO,Vandalism004_x264,Vandalism,Claude,0,1,0,0,0,0,medium,"The model describes the events as 'illegal maneuver by bypassing the barrier' and 'U-turn' rather than identifying the repeated intentional crashing into the fence as vandalism. The model misclassifies the crime as a traffic violation rather than vandalism, though it does note collisions in early chunks.",,,
GPT,ZERO,Vandalism001_x264,Vandalism,Claude,1,1,1,0,1,1,high,"The model output bears no resemblance to the ground truth. The GT describes a black car repeatedly ramming a traffic light fence (vandalism), but the model describes people walking, a pink vehicle, someone lying injured, a dog, maintenance work, and pole-gripping - none of which exist in the video. This constitutes scene fabrication (H1), crime misclassification/omission (H2, H3), fabricated objects like 'pink vehicle', 'pool of blood', 'dog' (H5), and phantom actors including multiple pedestria",,,
Gemini,CHAIN-OF-THOUGHT,Abuse003_x264,Abuse,Claude,0,0,0,0,0,0,medium,"The model output is an incomplete/truncated segment analysis table that generally aligns with the ground truth (corridor, wheelchair, older person, younger person pushing). While the model mentions 'cart' in early segments and uses generic terms like 'stroller/wheelchair', these appear to be early-segment uncertainty rather than clear fabrications. The model does not explicitly misclassify the crime, deny a crime occurred, or fabricate specific entities contradicting the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Abuse003_x264,Abuse,GPT,0,0,0,0,0,0,medium,"The model output describes an indoor hallway with a person pushing a cart/stroller/wheelchair and an older occupant, which is broadly consistent with the ground truth corridor wheelchair scene. It does not introduce a clearly contradictory setting, crime type, or specific extra entities that directly conflict with the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Abuse012_x264,Abuse,Claude,0,0,0,1,0,1,medium,"H4: The model describes the woman's actions as 'providing care,' 'adjusting blankets,' 'changing a diaper,' and 'cleaning,' which explicitly frames abusive behavior as routine caregiving, severely minimizing the criminal severity. H6: The model introduces a 'Person in White Coat/Top' described as 'observing or supervising' who does not appear in the ground truth annotation.",,,
Gemini,CHAIN-OF-THOUGHT,Abuse012_x264,Abuse,GPT,0,1,1,0,1,1,high,"GT describes clear physical abuse (beating, shaking, slapping) by a woman in pink, but the model frames the activity as routine caregiving (diaper change/cleaning) and never mentions abuse, which misclassifies and effectively denies the criminal nature. It also introduces a 'person in a white coat/top' and details like 'Camera 03' and a 'bright light source' not supported by the GT description.",,,
Gemini,CHAIN-OF-THOUGHT,Arson002_x264,Arson,Claude,0,0,0,0,0,0,medium,"The model output is incomplete (cuts off mid-sentence) but describes a person in green clothes interacting with a door/window area and manipulating objects on the ground, which aligns with the ground truth arson scenario. No explicit contradictions of setting, crime type, or fabricated entities/actors are present.",,,
Gemini,CHAIN-OF-THOUGHT,Arson002_x264,Arson,GPT,1,0,0,0,1,0,high,"The model describes an alleyway with a corrugated metal wall/roll-up door and various ground markings, which contradicts the ground truth setting of a house door and window (H1). It also introduces specific objects/actions not in the ground truth such as a trash can, circular ground markings, a metal roll-up door, and “small, round objects” being scattered/manipulated (H5).",,,
Gemini,CHAIN-OF-THOUGHT,Arson003_x264,Arson,Claude,0,0,0,0,1,0,medium,"The model mentions specific objects not in the ground truth, including 'air hockey', 'vending machine', 'drone with lights', and 'outdoor patio/courtyard', which are not mentioned in the expert annotation. The ground truth describes cabinets, a pool table, and fire spreading indoors. The drone mention is particularly fabricated. H2 is not flagged because the model does identify fire/arson activity consistent with the crime type.",,,
Gemini,CHAIN-OF-THOUGHT,Arson003_x264,Arson,GPT,1,0,0,0,1,0,high,"The model describes multiple settings not in the ground truth (a store/business counter area and extensive outdoor patio/courtyard/night building scenes), while GT is an indoor room with cabinets and a pool table where gasoline is poured and fire spreads then dies out. It also introduces specific entities not supported by GT such as air hockey, vending machines, vehicles, and a drone with lights.",,,
Gemini,CHAIN-OF-THOUGHT,Assault001_x264,Assault,Claude,0,0,0,0,0,1,medium,"The model mentions a 'white bag' carried by a person in segments 6 and 7, which is not mentioned in the ground truth. The ground truth only mentions 'something in his hand' carried by one of the returning men. While this could be the same object, 'white bag' is a specific fabricated detail. Additionally, the model mentions a 'Person in red dress' in segment 11 which could correspond to the woman who stops the fight, but the overall actor descriptions are largely consistent with the ground truth'",,,
Gemini,CHAIN-OF-THOUGHT,Assault001_x264,Assault,GPT,0,0,0,0,0,0,low,"The model output generally aligns with the GT assault/fight near a planter/trash can with repeated punching/kicking and some intervention, and does not clearly contradict the GT. However, some specific details (e.g., multiple extra outfits/roles, “white bag,” “white beanie,” “red dress,” and “bottles/cans scattered”) cannot be verified against the provided GT text alone, so hallucinations cannot be asserted with high confidence.",,,
Gemini,CHAIN-OF-THOUGHT,Assault002_x264,Assault,Claude,0,0,0,0,0,1,medium,"The model mentions 'Woman with child enters' in Segment 13 and 'Woman in colorful outfit reacts' in Segment 15, but the ground truth describes only men involved in the assault with no mention of women or children. These specific phantom actors are not present in the verified annotation.",,,
Gemini,CHAIN-OF-THOUGHT,Assault002_x264,Assault,GPT,0,1,0,0,1,1,high,"H2: The model explicitly adds ""Possible robbery/dispute over money"" despite the verified crime type being Assault. H5/H6: It describes a ""woman with child"" and a ""person in yellow shirt works behind a counter, seemingly unaffected"" plus a ""white head covering and patterned sarong""—specific actors/scene elements not supported by the ground-truth description, which only mentions men around an office desk and no women/child/counter/sarong.",,,
Gemini,CHAIN-OF-THOUGHT,Burglary008_x264,Burglary,Claude,0,0,0,0,1,0,medium,"The model mentions 'police lights visible' in Segment 10, which is not mentioned in the ground truth and appears to be a fabricated specific detail. The model also speculatively labels the iron box as a 'cash register' which is a minor fabrication, but the police lights are a more clear-cut H5 entity fabrication as they imply law enforcement presence not described in the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Burglary008_x264,Burglary,GPT,0,0,0,0,0,0,medium,"The model broadly matches a burglary with people entering a store, dragging a rope/cord, causing furniture disturbance, and removing a large rectangular object. Some details like 'police lights visible,' 'ATM sign,' and 'cash register?' are uncertain compared to the ground truth, but not clearly contradicted by it, so they don’t meet the strict threshold for hallucination flags.",,,
Gemini,CHAIN-OF-THOUGHT,Explosion002_x264,Explosion,Claude,0,0,0,0,1,0,medium,"The model mentions a 'trash can' multiple times (segments 9 and 16) which is not referenced in the ground truth. The model also mentions text overlays like 'THIS COULD HAVE BEEN MUCH WORSE' and 'TIME TO FUEL THE CAR' and 'OH CRAP!' which are not in the ground truth, though these may be actual video overlays rather than fabrications. The trash can reference is the clearest fabricated specific object not present in the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Explosion002_x264,Explosion,GPT,0,0,0,0,0,0,medium,"The model output matches the ground truth overall: a gas station fueling scene where a fire erupts at the pump/black car, people run, and a man in red appears to respond. Details like on-screen text, a trash can, and a hooded jacket are not clearly contradicted by the ground truth, so there is insufficient evidence to label them as fabricated.",,,
Gemini,CHAIN-OF-THOUGHT,Explosion026_x264,Explosion,Claude,0,0,0,0,1,1,medium,H5: Model mentions 'person in brown jacket with child' which is not in the ground truth (no child is mentioned). H6: Model mentions 'person on motorcycle/scooter' which is not referenced in the ground truth annotation at all.,,,
Gemini,CHAIN-OF-THOUGHT,Explosion026_x264,Explosion,GPT,0,0,0,0,1,1,medium,"The model introduces multiple specific entities/actions not supported by the ground truth, including several parked cars (blue/silver), a red car driving by, a motorcycle/scooter, and someone getting into the blue car (H5). It also describes additional actors such as a child near the explosion and a woman with reddish hair, which are not in the expert annotation (H6).",,,
Gemini,CHAIN-OF-THOUGHT,Fighting003_x264,Fighting,Claude,0,0,0,0,1,0,medium,"The model mentions a 'map display/sign' and 'benches' and 'luggage' as specific objects that are not mentioned in the ground truth (which describes a platform with pillars and rails). The model also mentions a 'man falling onto tracks' (Segment 10) which is not in the ground truth, though a man does jump off rails and climb back - this is a partial match. The map display and benches are specific fabricated objects not supported by the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Fighting003_x264,Fighting,GPT,0,0,0,0,1,0,medium,"The model adds several specific entities not supported by the ground truth, including ""benches,"" a ""map display/sign,"" ""luggage,"" and a ""person in red vest""/""pink hat""/""RST hoodie."" The overall setting (platform) and crime type (fight) align with the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Fighting016_x264,Fighting,Claude,0,0,0,0,0,0,medium,"The model output broadly aligns with the ground truth, describing a store fight involving masked individuals, weapons (hammer/ax described as hammer/bat), physical altercations, a woman using a stick/bat, and police arrival. While some details differ (e.g., 'two masked individuals' vs one man in black with hat), these are not clear contradictions that rise to hallucination level given video analysis uncertainty.",,,
Gemini,CHAIN-OF-THOUGHT,Fighting016_x264,Fighting,GPT,0,0,0,0,1,0,medium,"The model adds specific elements not supported by the ground truth, notably repeatedly describing ""two masked individuals""/""two attackers"" and a ""dark bag"" being picked up/carried, none of which appear in the expert annotation. The overall store fight with weapons (hammer/bat) and police arrival aligns with the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Robbery005_x264,Robbery,Claude,0,0,0,0,1,0,medium,"The model describes the weapon as 'hammer-like' and 'sharp object' and 'long, thin, metallic object' when the ground truth specifies a gun. This constitutes fabrication of specific object details not matching the ground truth. The model also mentions a 'Subway' sign and 'car wash' and 'Mini Mart' signage which are specific fabricated details not present in the ground truth (which mentions a red light shop/sign).",,,
Gemini,CHAIN-OF-THOUGHT,Robbery005_x264,Robbery,GPT,1,0,0,0,1,1,high,"Model adds exterior/parking-lot scenes with a “Subway”/car wash/Mini Mart and an “unrelated office scene,” which are not in the ground truth description (H1). It also fabricates specific entities like a hammer-like/sharp metallic weapon and a dark/black pickup truck (GT specifies a gun and a car starting), and mentions extra people near the entrance/background not supported by GT (H5, H6).",,,
Gemini,CHAIN-OF-THOUGHT,Robbery010_x264,Robbery,Claude,0,0,0,0,1,0,medium,"The model mentions a 'person with red face covering' and 'red mask' which contradicts the ground truth where robbers wear black. This is a specific fabricated detail not present in the ground truth. The model correctly identifies a robbery is occurring, so no H2 or H3.",,,
Gemini,CHAIN-OF-THOUGHT,Robbery010_x264,Robbery,GPT,1,0,0,0,1,1,high,"The model repeatedly places the event in an ""office/bank/credit union"" and even an ""office/classroom"" and ""car dealership,"" which contradicts the GT description of a robbery inside a room with a glass door and counter. It also introduces a ""person with red face covering/red mask"" and a ""person in hoodie,"" none of which appear in the ground truth, implying fabricated entities/actors.",,,
Gemini,CHAIN-OF-THOUGHT,Shooting005_x264,Shooting,Claude,0,0,0,0,0,0,medium,"The model describes a dark nighttime alleyway scene with people on a porch, which is broadly consistent with the ground truth setting. The model doesn't explicitly identify a different crime type, doesn't claim the scene is normal/non-criminal in a definitive way, and doesn't fabricate specific objects or actors not present. The model's description is incomplete and vague but doesn't clearly contradict the ground truth in ways that meet the strict hallucination criteria.",,,
Gemini,CHAIN-OF-THOUGHT,Shooting005_x264,Shooting,GPT,0,0,0,0,0,0,low,"The model describes a porch/alleyway scene with a light source and multiple figures, which does not directly contradict the ground truth’s house/indoor/flashlight activity. It also does not explicitly deny criminal activity or assert a different crime type, and any missing gun/shooting details are omissions rather than contradictions.",,,
Gemini,CHAIN-OF-THOUGHT,Shooting011_x264,Shooting,Claude,0,1,0,0,0,0,medium,"The model consistently describes this as a robbery with knives, while the ground truth specifies a shooting (guns pointed at ladies). The model does mention a gun in segment 9, but primarily characterizes the crime as a robbery with knives, which misclassifies the verified crime type of 'Shooting'. Additionally, the model mentions a 'pizza bag' and 'pizza box' which are not present in the ground truth, but these are minor fabrications that may reflect actual video content not captured in the ann",,,
Gemini,CHAIN-OF-THOUGHT,Shooting011_x264,Shooting,GPT,0,1,0,0,1,0,medium,"The verified crime type is Shooting, but the model repeatedly characterizes the incident as a robbery with a knife (H2). It also introduces specific items not supported by the ground truth, such as a pizza bag/box and a cash register (H5).",,,
Gemini,CHAIN-OF-THOUGHT,Shoplifting004_x264,Shoplifting,Claude,0,1,0,0,0,0,medium,"The model describes the scene as a legitimate shop with normal financial transactions (customers paying, shopkeeper operating calculator, exchanging money), while the ground truth indicates shoplifting is occurring (hunchbacked man taking items from table into his own bag, hooded man searching cabinet for money). The model explicitly frames all activity as normal commerce rather than identifying any theft, effectively misclassifying the crime type by treating it as routine business transactions.",,,
Gemini,CHAIN-OF-THOUGHT,Shoplifting004_x264,Shoplifting,GPT,0,0,0,0,1,1,medium,"The model adds unsupported specifics not in the ground truth, including a likely location ('India or a South Asian country'), a 'radio/speaker' on the counter, and a 'small box with dials' (H5). It also introduces a 'person sitting below the counter' role, which is not mentioned in the ground truth actor list (H6).",,,
Gemini,CHAIN-OF-THOUGHT,Stealing003_x264,Stealing,Claude,0,0,0,0,0,0,medium,"The model output is incomplete and misses many details (the silver car, multiple actors, the car being stolen and driven away, the chase), but it does not fabricate a wrong setting, misclassify the crime, deny a crime occurred, or invent specific objects or people not in the ground truth. The model's description is vague and incomplete rather than contradictory.",,,
Gemini,CHAIN-OF-THOUGHT,Stealing003_x264,Stealing,GPT,0,0,0,0,0,0,medium,"The model output generally matches the ground truth setting (parking/car lot) and actions (person in dark clothing enters a black car) without inventing specific conflicting entities or actors. It omits key theft-indicative events (car backing out, attempted stop, phone call), but it does not explicitly claim a normal/non-criminal scene or misclassify the crime.",,,
Gemini,CHAIN-OF-THOUGHT,Vandalism004_x264,Vandalism,Claude,0,0,0,0,0,0,high,"The model output accurately describes a car repeatedly crashing into a barrier/fence at an intersection, consistent with the ground truth vandalism. The mention of a 'Strictly Prohibit Drunk Driving' sign on the barrier is a specific detail not in the ground truth but plausible as a label on the fence structure, not clearly contradicting it. No major crime misclassification, fabricated actors, or minimization detected.",,,
Gemini,CHAIN-OF-THOUGHT,Vandalism004_x264,Vandalism,GPT,0,0,0,0,1,0,medium,"The model output introduces a specific barrier message/sign reading ""Strictly Prohibit Drunk Driving"" and suggests a drunk-driving checkpoint, which is not mentioned in the ground-truth description of repeated impacts with the traffic-light fence. Other details (car colliding with barrier/fence at an intersection, backing up, driving away) are broadly consistent with the ground truth.",,,
Gemini,CHAIN-OF-THOUGHT,Vandalism001_x264,Vandalism,Claude,1,1,0,0,1,1,high,"The model output describes a completely different scene (people, bears, bags, water, power tools, residential areas) that has nothing to do with the ground truth (a black car repeatedly hitting a traffic light fence at an intersection). This indicates severe scene fabrication (H1), crime misclassification since the model describes no vandalism by a vehicle (H2), fabricated objects like bears, bags, power tools, water streams (H5), and phantom actors including people in purple shirts and bears (H",,,
Gemini,CHAIN-OF-THOUGHT,Vandalism001_x264,Vandalism,GPT,1,0,0,0,1,1,high,"GT is a black car repeatedly crashing into a traffic-light fence at an intersection, but the model describes a residential setting with people, bags, a pink vehicle, a pole being cut with a power tool, and a bear in water—none of which appear in GT. This introduces fabricated setting (residential/bear/water) plus non-existent objects (bear, power tool, bags, pole, pink vehicle) and additional actors (multiple people) absent from the car-only GT narrative.",,,
Gemini,ITERATIVE,Abuse003_x264,Abuse,Claude,0,0,1,0,0,0,high,"The model explicitly states 'there is no reason to believe that a crime is taking place' and 'there are no visible signs of a crime,' while the ground truth clearly describes abuse of an elderly man in a wheelchair. This is a clear H3 (crime omission). The mention of 'a person pushing a cart' is vague enough to potentially refer to the wheelchair, so H5/H6 are not flagged.",,,
Gemini,ITERATIVE,Abuse003_x264,Abuse,GPT,0,0,1,0,1,0,high,"The model explicitly concludes there is “no reason to believe that a crime is taking place” and “no visible signs of a crime,” which contradicts the ground truth abuse involving a woman repeatedly pushing/letting go of an old man in a wheelchair causing collisions (H3). It also describes a “person pushing a cart” carrying “bags or boxes,” whereas the ground truth involves a wheelchair with an old man and a blanket, not a cart of items (H5).",,,
Gemini,ITERATIVE,Abuse012_x264,Abuse,Claude,0,1,0,1,0,0,medium,"H2: The model misclassifies the crime as 'Child Endangerment/Neglect' or 'infant abduction/kidnapping' rather than the verified 'Abuse' (physical beating of a baby). H4: The model uses language like 'unclear actions,' 'possible neglect,' and 'bright light as sensory overload' which significantly downplays the severe physical abuse (beating with fists, shaking, slapping) documented in the ground truth.",,,
Gemini,ITERATIVE,Abuse012_x264,Abuse,GPT,0,1,0,0,0,0,high,"The verified crime type is Abuse with explicit beating/shaking of a baby, but the model classifies it as ""Child Endangerment/Neglect"" and even ""infant abduction/kidnapping,"" which is a different crime category than the ground truth.",,,
Gemini,ITERATIVE,Arson002_x264,Arson,Claude,1,1,0,0,0,0,high,"The model describes a 'train station or underpass' and 'graffiti/vandalism' scenario, while the ground truth clearly shows a house exterior where arson is committed. The model misidentifies the crime as loitering/trespassing or vandalism instead of arson, and describes a wrong setting contradicting the actual house/door/window scene.",,,
Gemini,ITERATIVE,Arson002_x264,Arson,GPT,1,1,1,0,0,0,high,"Ground truth shows arson at a house (breaking/hammering a window, pouring gasoline, igniting and fleeing), but the model places the scene in a public space like a train station/underpass and suggests loitering/trespassing or graffiti vandalism. It also states it’s difficult to determine if a crime is occurring and that presence alone doesn’t constitute a crime, effectively denying the clearly documented arson.",,,
Gemini,ITERATIVE,Arson003_x264,Arson,Claude,1,1,0,0,0,0,high,"The model describes a 'reception or sales counter' and 'burglary/theft' scenario, while the ground truth clearly shows an arson attack with a man pouring gasoline and fire spreading across a room with a pool table. The scene setting is wrong (H1) and the crime type is completely misidentified as burglary/theft instead of arson (H2).",,,
Gemini,ITERATIVE,Arson003_x264,Arson,GPT,1,1,0,0,0,1,high,GT describes an arson event where a man in white pours gasoline on cabinets and fire spreads around a room with a pool table; the model instead describes a retail/office counter scene and classifies it as burglary/theft. It also adds a hooded-sweatshirt perpetrator and counter-climbing actions not present in the GT.,,,
Gemini,ITERATIVE,Assault001_x264,Assault,Claude,0,0,0,0,0,0,high,"The model correctly identifies assault/battery, multiple individuals involved, and physical altercation consistent with the ground truth. No specific fabrications, misclassifications, or phantom actors are present. The mention of 'a black tank top with a red stripe' and 'blue patterned shirt' are clothing descriptions that cannot be verified against the ground truth but are not clearly contradicted either.",,,
Gemini,ITERATIVE,Assault001_x264,Assault,GPT,0,0,0,0,0,0,high,"The model correctly identifies the incident as an assault involving multiple people and describes punching/kicking/physical fighting, which matches the ground truth. Its added details (e.g., clothing descriptions, possible self-defense) do not clearly contradict the annotated events or introduce specific nonexistent actors/objects/settings.",,,
Gemini,ITERATIVE,Assault002_x264,Assault,Claude,0,0,0,0,0,0,medium,"The model correctly identifies an office setting and assault/physical altercation. While the model mentions 'robbery' as a possibility and underestimates the number of people involved (saying 3 suspects vs. 'more than a dozen'), these are imprecision issues rather than clear hallucinations. The model does not fabricate specific objects, phantom actors, or misclassify the crime definitively - it lists assault as one of the crime types matching ground truth.",,,
Gemini,ITERATIVE,Assault002_x264,Assault,GPT,0,1,0,0,0,0,high,"The ground truth crime type is Assault, but the model explicitly classifies the incident as ""Robbery"" / ""Robbery/Assault"" and discusses forced entry and signs of theft, which are not supported by the annotation. Other details (office setting, crowd around a desk, pushing) are broadly consistent and not clear fabrications.",,,
Gemini,ITERATIVE,Burglary008_x264,Burglary,Claude,1,1,0,0,1,1,high,"The model describes an 'Armed Robbery' with a masked individual carrying a firearm in a convenience store, while the ground truth describes a Burglary involving two men using a rope and car to extract an iron box from a shop. Multiple fabrications exist: wrong crime type (H2), wrong setting details like 'convenience store dining area' vs shop with glass door (H1), fabricated weapon/firearm (H5), and fabricated masked perpetrator with specific clothing not in ground truth (H6).",,,
Gemini,ITERATIVE,Burglary008_x264,Burglary,GPT,1,1,1,0,1,1,high,"GT shows two men burglarizing a shop by using a car and rope to extract an iron box; the model instead describes an armed robbery with a masked person carrying a rifle/shotgun in a convenience store/restaurant and later claims no crime. It also introduces entities/actors not in GT (firearm, mask, dining tables/fast-food interior) and omits the burglary by stating there is no criminal activity.",,,
Gemini,ITERATIVE,Explosion002_x264,Explosion,Claude,0,1,0,0,0,0,high,"The model explicitly identifies the crime as 'Gas Theft/Fuel Fraud' and 'fuel theft/gasoline theft', while the verified crime type is 'Explosion'. The model completely misses the fire/explosion event described in the ground truth, instead focusing on a theft narrative.",,,
Gemini,ITERATIVE,Explosion002_x264,Explosion,GPT,0,1,0,0,0,0,high,"Ground truth verifies an explosion/fire incident at a gas station during refueling, but the model instead classifies the event as gas theft/fuel fraud. The model does not explicitly deny a crime occurred, but it misidentifies the crime type.",,,
Gemini,ITERATIVE,Explosion026_x264,Explosion,Claude,0,1,0,0,0,0,high,"The model explicitly identifies 'Vehicle Tampering/Theft' as the potential crime, which directly contradicts the verified crime type of 'Explosion'. The ground truth describes a smoke-filled explosion event knocking people down, while the model focuses on a blue car and a person in a blue hoodie approaching it, completely missing the explosion.",,,
Gemini,ITERATIVE,Explosion026_x264,Explosion,GPT,1,1,0,0,1,1,high,"Ground truth shows an explosion/smoke impact knocking a man down on a roadside, but the model instead describes a blue parked car and a person in a blue hoodie approaching it for vehicle tampering/theft. The blue car/blue hoodie and associated theft scenario are not in the ground truth, indicating scene, entity, and actor fabrication plus crime-type misclassification.",,,
Gemini,ITERATIVE,Fighting003_x264,Fighting,Claude,0,0,1,0,0,0,high,"The model explicitly states 'it is difficult to definitively determine if a crime is occurring' and assigns a confidence of 2/10, effectively treating the scene as normal/non-criminal, while the ground truth clearly describes a group fighting/beating incident on a subway platform. This constitutes H3 (crime omission).",,,
Gemini,ITERATIVE,Fighting003_x264,Fighting,GPT,0,1,0,0,0,0,high,"Ground truth verifies a fight/assault with multiple people punching and beating, but the model does not identify fighting and instead speculates about other crimes (robbery, drug activity, vandalism, loitering/trespassing). This is a misclassification of the verified crime type.",,,
